user_id,age,gender,subscription_plan,watch_hours,days_since_last_login,device,monthly_fee,churn_status,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre,signup_date,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,viewing_time_decline_rate,watch_time_7d,completion_rate,avg_time_per_use,early_exit_ratio,high_engagement_index,inactive_period,usage_freq,activity_density_7d,search_engagement,freq_smartphone,freq_tv_set,genre_concentration_index,content_diversity_score,post_hook_continuation,first_watch_content_48h,support_tickets_is_missing,payment_failures_is_missing,acct_first_playback_date,acct_last_playback_date,first_event_ts,visited_cancel_page,search_no_click_rate_28d,rec_ignore_rate_28d,watch_time_delta_28d,completion_to_next_start_rate,original_core_watch_share,had_search_28d,had_rec_28d,had_watch_delta,had_completion_history,had_core_watch_history,plan_price_sensitivity_score,monthly_fee_norm,payment_failures_norm,cancel_page_norm,price_sensitivity_proxy,risk_score,risk_band,content_score,price_score,content_level,price_level,persona_type,persona_risk_label
user_01557,27,Unknown,Premium,3.0365,1,Mobile,17.99,0,Unknown,2,1.7,Unknown,2024-01-03 00:00:00,11.9,6,1,31,0.0,0.0,0.2222,77.9625,0.1111,-1.0614,16,9.0,0.0,4.0,11,6,0.3245,7,0.25,1,0,0,2023-05-08 08:23:53.581000+00:00,2025-12-03 23:18:31.362000+00:00,2025-01-16 19:21:00,0,1.0,1.0,-1.0,0.0,0.600307371425435,1,1,1,1,1,0.2,1.0,0.3333333333333333,0,0.46333333333333326,44.88,Mid,-0.19907110024154043,-0.22043976939384766,low,low,목적형 유저,목적형 유저 - Mid
user_01558,47,Unknown,Premium,0.0,41,Mobile,17.99,1,Unknown,1,0.1143,Unknown,2022-04-04 00:00:00,0.8,4,0,13,0.0,0.0,0.125,77.6714,0.125,-1.0614,65,0.0,0.0,1.0,4,3,0.4296,6,0.0,1,0,0,2024-11-05 12:03:40.939000+00:00,2025-10-23 13:52:38.453000+00:00,2025-01-10 19:38:00,1,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.2,1.0,0.0,1,0.63,61.75,High,-0.13340266050014754,0.8223068212067769,low,high,가성비 유지러,가성비 유지러 - High
user_01559,42,Unknown,Premium,4.048166666666667,29,Mobile,17.99,0,Unknown,2,0.2143,Unknown,2025-01-02 22:19:00,1.5,5,1,20,1.0,0.0,0.2308,50.2692,0.2308,0.6557,7,13.0,0.1429,8.0,13,7,0.2855,10,0.0,1,0,0,2024-04-14 23:10:26.041000+00:00,2025-11-15 18:45:59.338000+00:00,2025-01-08 22:19:00,0,1.0,0.0,-0.9408552530379942,0.5,0.5917905224587262,1,0,1,1,1,0.2,1.0,0.3333333333333333,0,0.46333333333333326,43.02,Mid,0.13212136450096187,0.026512876978645926,high,low,핵심 팬덤,핵심 팬덤 - Mid
user_01560,56,Unknown,Standard,4.263333333333333,54,Mobile,13.99,0,Unknown,2,3.5143,Unknown,2023-06-28 00:00:00,24.6,5,4,28,0.0,0.0,0.1111,53.5667,0.3333,-1.0614,28,9.0,0.0,3.0,8,7,0.319,7,0.0,0,0,0,2023-08-05 09:11:25.436000+00:00,2025-10-11 15:08:47.053000+00:00,2025-01-20 18:16:00,0,0.0,0.0,-0.33587320938738197,0.0,0.3757232212666145,0,0,1,1,1,0.6,0.5555555555555557,1.0,0,0.5344444444444445,54.36,Mid,-0.4172463337912259,-0.30572858685498716,low,low,목적형 유저,목적형 유저 - Mid
user_01561,37,Unknown,Standard,4.408,41,Mobile,13.99,1,Unknown,3,1.4429,Unknown,2023-09-13 00:00:00,10.1,1,1,13,1.0,56.1,0.0,73.6375,0.0909,1.2715,7,11.0,0.1429,2.0,10,5,0.2573,7,0.6666666666666666,1,0,0,2024-11-04 09:27:13.698000+00:00,2025-10-22 14:47:25.691000+00:00,2025-01-04 21:31:00,0,0.0,0.0,1.0,0.25,0.25725952813067143,0,0,1,1,1,0.6,0.5555555555555557,0.3333333333333333,0,0.36777777777777776,32.7,Low,0.24591678316900886,-0.14506880110745024,high,low,핵심 팬덤,핵심 팬덤 - Low
user_01562,22,Unknown,Premium,5.9435,50,TV,17.99,0,Unknown,2,1.6857,Unknown,2024-11-24 00:00:00,11.8,2,2,25,1.0,76.6,0.125,60.8733,0.25,4.7414,3,16.0,0.2857,0.0,6,7,0.2208,12,0.0,1,0,0,2023-11-12 14:53:22.204000+00:00,2025-10-18 03:52:32.431000+00:00,2025-02-14 19:19:00,0,0.0,0.0,0.42523883581426336,0.0,0.48105773814531283,0,0,1,1,1,0.2,1.0,0.6666666666666666,0,0.5466666666666666,43.8,Mid,-0.3886446381704755,-0.49344192300474543,low,low,목적형 유저,목적형 유저 - Mid
user_01563,18,Unknown,Standard,3.5266666666666664,30,TV,13.99,1,Unknown,3,3.2714,Unknown,2025-01-17 21:49:00,22.9,7,3,29,0.0,0.0,0.1,34.8778,0.3,-1.0614,168,10.0,0.0,1.0,5,8,0.302,8,0.2,1,0,0,2023-07-05 16:17:51.234000+00:00,2025-11-04 00:13:55.680000+00:00,2025-01-22 21:49:00,1,0.0,1.0,1.0,0.0,0.6446124763705104,0,1,1,1,1,0.6,0.5555555555555557,1.0,1,0.7844444444444444,68.55,High,-0.37578146199444845,0.05710628918103153,low,low,목적형 유저,목적형 유저 - High
user_01564,47,Unknown,Premium,1.6413333333333333,8,Mobile,17.99,0,Unknown,4,2.7857,Unknown,2025-01-08 21:51:00,19.5,8,2,16,0.0,0.0,0.0,49.0778,0.1818,-1.0614,76,11.0,0.0,4.0,9,6,0.2891,7,0.1428571428571428,1,0,0,2024-08-25 18:28:33.328000+00:00,2025-12-17 06:21:43.394000+00:00,2025-01-08 21:51:00,0,0.0,0.0,0.0,0.0,0.595450852965069,0,0,0,0,1,0.2,1.0,0.6666666666666666,0,0.5466666666666666,45.6,Mid,-0.1308205111454721,-0.15058040330353223,low,low,목적형 유저,목적형 유저 - Mid
user_01565,20,Unknown,Premium,3.428166666666667,2,Mobile,17.99,1,Unknown,3,2.1143,Unknown,2025-01-23 19:49:00,14.8,6,0,30,0.0,0.0,0.2727,65.6455,0.1818,-1.0614,20,11.0,0.0,2.0,12,5,0.3573,6,0.0,1,0,0,2023-06-14 14:01:24.823000+00:00,2025-12-10 17:00:29.817000+00:00,2025-01-24 19:49:00,1,0.0,1.0,1.0,0.5,0.8424327872040449,0,1,1,1,1,0.2,1.0,0.0,1,0.63,45.13,Mid,0.3404914083958121,-0.39591110202974156,high,low,핵심 팬덤,핵심 팬덤 - Mid
user_01566,62,Unknown,Basic,0.348,30,TV,8.99,1,Unknown,5,2.4,Unknown,2023-04-13 00:00:00,16.8,7,5,28,0.0,0.0,0.1765,62.1143,0.2941,-1.0614,42,1.0,0.0,4.0,7,9,0.2541,10,0.25,1,0,0,2023-08-28 06:44:18.338000+00:00,2025-11-26 21:20:02.278000+00:00,2025-02-11 22:58:00,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1.0,0.0,1.0,1,0.65,63.53,High,-0.0506918712380671,0.535162760788776,low,high,가성비 유지러,가성비 유지러 - High
user_01567,31,Unknown,Premium,0.0,57,Mobile,17.99,1,Unknown,1,0.4429,Unknown,2022-02-10 00:00:00,3.1,2,5,21,0.0,0.0,0.0,61.6,0.0,-1.0614,5,0.0,0.1429,2.0,9,2,0.2508,7,0.0,1,0,0,2024-03-08 01:21:07.048000+00:00,2025-10-10 16:07:13.104000+00:00,2025-02-05 18:34:00,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.2,1.0,1.0,1,0.88,60.71,High,-0.46021964394952347,1.0670637754614496,low,high,가성비 유지러,가성비 유지러 - High
user_01568,47,Unknown,Basic,10.245229999999982,54,Mobile,8.99,0,Unknown,4,2.2143,Unknown,2022-07-03 00:00:00,15.5,1,0,21,-0.9937,0.0,0.125,95.3846,0.0625,2.7319,22,24.0,0.0,4.0,28,13,0.2495,10,0.4,1,0,0,2024-03-29 23:20:18.672000+00:00,2025-11-04 14:28:59.415000+00:00,2025-01-18 19:13:00,0,0.0,0.0,1.9436266833698714,0.625,0.5165239183718432,0,0,1,1,1,1.0,0.0,0.0,0,0.15,24.61,Low,0.5375517146913127,-1.1393841413662666,high,low,핵심 팬덤,핵심 팬덤 - Low
user_01569,21,Unknown,Standard,5.660499999999999,44,Mobile,13.99,1,Unknown,4,3.3,Unknown,2025-01-01 00:00:00,23.1,5,0,31,-0.9879,0.0,0.2857,61.7083,0.0714,1.637,4,14.0,0.1429,0.0,10,8,0.254,10,0.0,1,0,0,2023-05-18 03:52:29.024000+00:00,2025-11-03 21:53:44.006000+00:00,2025-01-03 22:53:00,1,0.0,1.0,5.624834874504623,0.0,0.6748520448723611,0,1,1,1,1,0.6,0.5555555555555557,0.0,1,0.5344444444444445,42.35,Low,-0.27057179610719706,-0.6567102600737013,low,low,목적형 유저,목적형 유저 - Low
user_01570,35,Unknown,Premium,0.3611666666666667,28,TV,17.99,1,Unknown,5,0.7714,Unknown,2025-02-05 20:08:00,5.4,4,3,28,0.0,0.0,0.2,83.5,0.1,-1.0614,1,1.0,0.1429,2.0,8,9,0.288,8,0.1428571428571428,0,0,0,2023-08-20 16:46:11.267000+00:00,2025-11-21 13:25:11.536000+00:00,2025-02-06 20:08:00,1,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,0.2,1.0,1.0,1,0.88,59.23,High,-0.5738071718981841,0.6476748255139173,low,high,가성비 유지러,가성비 유지러 - High
user_01571,54,Unknown,Basic,1.8073333333333328,5,Mobile,8.99,0,Unknown,3,1.5857,Unknown,2022-07-03 00:00:00,11.1,8,1,14,0.0,0.0,0.6667,52.5333,0.0,-1.0614,35,3.0,0.0,5.0,11,8,0.6187,3,0.25,1,0,0,2024-10-08 05:36:53.742000+00:00,2025-12-01 00:50:42.701000+00:00,2025-01-06 19:43:00,0,0.0,0.0,0.0,0.0,0.5454629288085578,0,0,0,1,1,1.0,0.0,0.3333333333333333,0,0.23333333333333334,33.52,Low,1.3488991079139772,0.0651218067274722,high,low,핵심 팬덤,핵심 팬덤 - Low
user_01572,42,Unknown,Premium,3.483,23,Mobile,17.99,0,Unknown,1,0.7857,Unknown,2023-07-08 00:00:00,5.5,2,0,16,0.0,0.0,0.3333,66.8455,0.3333,1.1705,10,12.0,0.0,3.0,12,4,0.5105,6,0.0,0,0,0,2024-08-05 08:55:13.325000+00:00,2025-11-11 11:27:43.661000+00:00,2025-01-09 19:33:00,0,0.0,0.0,-1.0,0.0,0.5522059527227486,0,0,1,1,1,0.2,1.0,0.0,0,0.38,40.11,Low,0.30306799857764266,-0.2167714791513783,high,low,핵심 팬덤,핵심 팬덤 - Low
user_01573,65,Unknown,Premium,2.6228333333333333,12,Mobile,17.99,0,Unknown,3,1.2571,Unknown,2022-04-10 00:00:00,8.8,8,3,16,0.0,0.0,0.1667,42.0667,0.1667,-1.0614,133,6.0,0.0,2.0,5,2,0.2571,6,0.3333333333333333,0,0,0,2024-08-10 20:04:13.954000+00:00,2025-11-25 10:16:22.339000+00:00,2025-01-06 20:33:00,0,0.0,0.0,0.0,0.0,0.8649679100209697,0,0,0,1,1,0.2,1.0,1.0,0,0.63,47.55,Mid,-0.022076795907224507,0.2918391267279115,low,high,가성비 유지러,가성비 유지러 - Mid
user_01574,18,Unknown,Standard,5.080833333333333,51,Mobile,13.99,1,Unknown,2,1.3,Unknown,2022-10-08 00:00:00,9.1,8,1,21,0.0,0.0,0.1667,52.0583,0.0833,-1.0614,178,12.0,0.0,4.0,7,5,0.2628,10,0.0,0,0,0,2024-03-19 03:00:23.114000+00:00,2025-10-23 22:18:06.845000+00:00,2025-01-01 22:26:00,1,0.0,0.0,1.0,0.0,0.5080531408889617,0,0,1,1,1,0.6,0.5555555555555557,0.3333333333333333,1,0.6177777777777778,59.48,High,-0.40940326189417375,0.14249986251588168,low,low,목적형 유저,목적형 유저 - High
user_01575,63,Unknown,Premium,2.1255,50,Mobile,17.99,0,Unknown,3,3.1286,Unknown,2025-01-01 00:00:00,21.9,1,1,32,0.0,0.0,0.0,55.98,0.3333,-1.0614,23,6.0,0.0,2.0,5,2,0.5316,5,0.0,0,0,0,2023-04-22 04:37:31.396000+00:00,2025-10-25 11:57:45.235000+00:00,2025-01-02 22:29:00,0,1.0,0.0,0.0,0.0,0.7501764290755116,1,0,0,1,1,0.2,1.0,0.3333333333333333,0,0.46333333333333326,47.74,Mid,-0.27269871074084207,-0.19620178708746844,low,low,목적형 유저,목적형 유저 - Mid
user_01576,32,Unknown,Basic,4.447,1,Mobile,8.99,1,Unknown,4,0.8714,Unknown,2023-11-24 00:00:00,6.1,8,2,26,1.0,0.0,0.1429,74.0214,0.1429,1.1378,3,12.0,0.1429,3.0,10,6,0.2996,11,0.1666666666666666,1,0,0,2023-10-27 04:37:25.713000+00:00,2025-12-23 18:16:53.204000+00:00,2025-01-20 22:50:00,1,0.0,0.0,0.8778675282714057,0.2,0.622329660445244,1,1,1,1,1,1.0,0.0,0.6666666666666666,1,0.5666666666666667,44.64,Mid,0.039067718099667956,-0.20797244297845313,low,low,목적형 유저,목적형 유저 - Mid
user_01577,26,Unknown,Standard,0.0,18,Mobile,13.99,1,Unknown,1,2.5286,Unknown,2024-11-22 00:00:00,17.7,1,1,16,0.0,0.0,0.0,110.275,0.0,-1.0614,27,0.0,0.0,0.0,5,2,0.3936,4,0.25,1,0,0,2024-08-27 08:57:22.737000+00:00,2025-11-24 09:01:52.939000+00:00,2025-01-12 19:41:00,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.6,0.5555555555555557,0.3333333333333333,1,0.6177777777777778,53.21,Mid,-0.034327878458276846,0.34611053580360734,low,high,가성비 유지러,가성비 유지러 - Mid
user_01578,32,Unknown,Basic,4.992499999999999,25,Mobile,8.99,1,Unknown,3,3.3286,Unknown,2023-01-24 00:00:00,23.3,8,2,17,-0.9866,0.0,0.2143,74.9385,0.0714,1.5189,19,14.0,0.0,2.0,9,7,0.366,7,0.0,0,0,0,2024-07-13 20:04:42.826000+00:00,2025-11-18 00:58:17.734000+00:00,2025-01-01 20:17:00,1,0.0,1.0,-0.29450261780104714,0.0,0.7298280754465031,0,1,1,1,1,1.0,0.0,0.6666666666666666,1,0.5666666666666667,53.66,Mid,-0.07176339842273977,-0.25442202805824177,low,low,목적형 유저,목적형 유저 - Mid
user_01579,41,Unknown,Premium,2.480833333333333,1,Mobile,17.99,1,Unknown,1,2.1143,Unknown,2025-01-05 21:57:00,14.8,4,5,21,0.0,0.0,0.25,54.99,0.0833,-1.0614,73,1.0,0.0,5.0,13,6,0.3039,10,0.1428571428571428,1,0,0,2024-03-08 01:25:13.433000+00:00,2025-12-06 21:17:18.198000+00:00,2025-01-09 21:57:00,1,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0.2,1.0,1.0,1,0.88,64.64,High,-0.1536954634790754,0.44585294934970904,low,high,가성비 유지러,가성비 유지러 - High
user_01580,21,Unknown,Standard,3.526333333333333,13,Mobile,13.99,0,Unknown,1,1.2429,Unknown,2022-09-19 00:00:00,8.7,0,1,24,0.0,0.0,0.1818,73.1889,0.1818,-1.0614,6,11.0,0.1429,2.0,14,5,0.3425,8,0.0,1,0,0,2023-12-04 02:41:00.615000+00:00,2025-11-21 15:50:33.131000+00:00,2025-02-14 21:15:00,0,0.0,1.0,-1.0,0.0,0.6731260043482372,0,1,1,1,1,0.6,0.5555555555555557,0.3333333333333333,0,0.36777777777777776,39.55,Low,-0.2435783533243141,-0.2536009430253282,low,low,목적형 유저,목적형 유저 - Low
user_01581,29,Unknown,Premium,3.809333333333334,57,Mobile,17.99,0,Unknown,2,0.9,Unknown,2023-02-19 00:00:00,6.3,1,4,34,0.0,0.0,0.4,43.3375,0.4,-1.0614,84,10.0,0.0,0.0,7,5,0.362,7,0.25,1,0,0,2023-02-08 11:02:17.058000+00:00,2025-10-10 15:32:29.575000+00:00,2025-03-06 22:10:00,0,0.0,0.0,1.0,0.0,0.547033601680084,0,0,1,1,1,0.2,1.0,1.0,0,0.63,54.68,High,0.10351154796439956,0.07820373803741285,low,low,목적형 유저,목적형 유저 - High
user_01582,54,Unknown,Standard,4.274333333333334,30,Mobile,13.99,0,Unknown,2,3.4,Unknown,2022-07-11 00:00:00,23.8,1,4,26,0.0,0.0,0.0,60.6,0.1111,-1.0614,61,9.0,0.0,4.0,11,6,0.3488,7,0.125,1,0,0,2023-10-05 16:35:26.108000+00:00,2025-11-05 08:37:51.354000+00:00,2025-01-11 22:16:00,0,0.0,1.0,-1.0,0.0,0.885050300241753,0,1,1,1,1,0.6,0.5555555555555557,1.0,0,0.5344444444444445,53.08,Mid,-0.08494456442390441,-0.20462178119095373,low,low,목적형 유저,목적형 유저 - Mid
user_01583,54,Unknown,Premium,3.7548333333333326,14,TV,17.99,1,Unknown,4,0.4286,Unknown,2024-07-02 00:00:00,3.0,7,4,21,0.0,0.0,0.0,41.675,0.1111,-1.0614,35,8.0,0.0,3.0,5,8,0.2433,6,0.1666666666666666,1,0,0,2024-03-20 01:26:48.585000+00:00,2025-12-03 03:29:51.582000+00:00,2025-01-25 21:26:00,0,0.0,1.0,0.0,0.3333333333333333,0.7973278884992676,0,1,0,1,1,0.2,1.0,1.0,0,0.63,43.3,Mid,-0.023489663983223802,0.2753163989817259,low,high,가성비 유지러,가성비 유지러 - Mid
user_01584,60,Unknown,Standard,0.0,59,TV,13.99,1,Unknown,5,2.8,Unknown,2025-02-26 21:53:00,19.6,3,0,29,1.0,82.4,0.5,157.45,0.0,1.6455,4,0.0,0.1429,4.0,10,11,0.4408,4,0.0,0,0,0,2023-07-24 00:19:54.485000+00:00,2025-10-22 17:30:47.438000+00:00,2025-02-27 21:53:00,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.6,0.5555555555555557,0.0,1,0.5344444444444445,53.9,Mid,0.5116682472345784,0.14559613301676871,high,low,핵심 팬덤,핵심 팬덤 - Mid
user_01585,23,Unknown,Premium,1.6771666666666667,30,Mobile,17.99,1,Unknown,1,2.4571,Unknown,2025-01-01 00:00:00,17.2,0,4,23,0.0,0.0,0.1429,47.7571,0.0,-1.0614,39,6.0,0.0,3.0,10,3,0.3581,6,0.0,0,1,0,2024-01-25 12:35:13.597000+00:00,2025-11-22 15:33:10.367000+00:00,2025-01-01 22:05:00,0,0.0,0.0,0.0,0.0,0.3093510881446885,0,0,0,0,1,0.2,1.0,1.0,0,0.63,46.67,Mid,-0.13855426050494557,0.10793595044096865,low,low,목적형 유저,목적형 유저 - Mid
user_01586,56,Unknown,Premium,3.976833333333333,8,Mobile,17.99,1,Unknown,5,1.5714,Unknown,2025-02-04 20:14:00,11.0,6,4,32,-0.9556,0.0,0.4,39.8222,0.3,0.7795,17,10.0,0.0,6.0,10,6,0.3203,7,0.0,0,0,0,2023-05-02 14:50:16.662000+00:00,2025-12-24 09:37:27.356000+00:00,2025-02-07 20:14:00,1,0.0,1.0,1.0,0.2,0.2687649302208625,0,1,1,1,1,0.2,1.0,1.0,1,0.88,55.94,High,0.026794700625327045,0.0052369470719810934,low,low,목적형 유저,목적형 유저 - High
user_01587,63,Unknown,Premium,0.0528333333333333,58,Mobile,17.99,1,Unknown,4,1.3,Unknown,2023-04-16 00:00:00,9.1,5,3,28,0.0,0.0,0.2857,116.8167,0.1429,-1.0614,37,1.0,0.0,12.0,20,16,0.4386,10,0.0,1,0,0,2023-09-05 07:42:35.850000+00:00,2025-10-29 17:42:09.563000+00:00,2025-01-10 21:35:00,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0.2,1.0,1.0,1,0.88,62.84,High,0.5989797397309612,0.6638099369546959,high,high,스마트 체리피커,스마트 체리피커 - High
user_01588,41,Unknown,Basic,1.120666666666667,2,Mobile,8.99,0,Unknown,1,0.8714,Unknown,2022-12-10 00:00:00,6.1,8,4,35,-0.998,0.0,0.1667,135.2833,0.0,7.4545,18,6.0,0.0,8.0,11,5,0.6048,5,0.2,1,0,0,2023-01-17 06:17:09.954000+00:00,2025-12-14 04:58:27.642000+00:00,2025-01-23 19:55:00,0,0.0,0.0,-0.35982339955849896,0.0,0.7079119571683521,0,0,1,0,1,1.0,0.0,1.0,0,0.4,32.85,Low,1.4020089307385624,0.020152117345594182,high,low,핵심 팬덤,핵심 팬덤 - Low
user_01589,28,Unknown,Premium,2.100166666666667,8,TV,17.99,0,Unknown,1,2.9143,Unknown,2025-01-01 00:00:00,20.4,1,0,26,1.0,72.2,0.0,86.6857,0.125,1.5004,2,8.0,0.1429,2.0,7,9,0.6632,7,0.4444444444444444,0,0,0,2023-10-19 00:53:42.797000+00:00,2025-12-09 21:45:42.707000+00:00,2025-01-02 21:30:00,0,1.0,0.0,1.0,0.0,0.6860566621696691,1,0,1,0,1,0.2,1.0,0.0,0,0.38,31.75,Low,0.2765404861795618,-0.40851391113585794,high,low,핵심 팬덤,핵심 팬덤 - Low
user_01590,30,Unknown,Basic,3.637333333333333,8,Mobile,8.99,0,Unknown,5,1.3,Unknown,2025-01-12 22:23:00,9.1,3,2,19,0.0,0.0,0.1111,142.6,0.0,-1.0614,107,9.0,0.0,0.0,7,5,0.5298,7,0.4,0,0,0,2024-05-09 22:20:06.005000+00:00,2025-11-27 16:14:01.873000+00:00,2025-01-14 22:23:00,0,0.0,1.0,0.0,0.0,0.4894611436950147,0,1,0,1,1,1.0,0.0,0.6666666666666666,0,0.31666666666666665,44.08,Mid,0.017101069785860346,0.06253123117890938,low,low,목적형 유저,목적형 유저 - Mid
user_01591,51,Unknown,Premium,4.065833333333333,60,Mobile,17.99,1,Unknown,3,2.3714,Unknown,2024-09-27 00:00:00,16.6,1,2,19,0.0,0.0,0.1538,78.1455,0.0769,0.4737,12,13.0,0.0,8.0,9,9,0.2529,8,0.0,0,0,0,2024-05-23 03:29:55.862000+00:00,2025-10-22 20:19:40.237000+00:00,2025-01-03 18:11:00,1,1.0,1.0,-0.3306883188780217,0.0,0.8274236523877844,1,1,1,1,1,0.2,1.0,0.6666666666666666,1,0.7966666666666666,65.56,High,-0.37237504503793356,0.2767098842004177,low,high,가성비 유지러,가성비 유지러 - High
user_01592,42,Unknown,Premium,0.0,45,Mobile,17.99,1,Unknown,2,3.2143,Unknown,2023-09-29 00:00:00,22.5,3,3,23,0.0,0.0,0.0769,73.7,0.1538,-1.0614,23,0.0,0.0,1.0,6,4,0.3559,9,1.0,1,1,1,2024-01-13 02:35:15.549000+00:00,2025-10-27 06:32:30.688000+00:00,2025-01-05 18:20:00,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.2,1.0,1.0,1,0.88,64.46,High,0.08583190891399976,0.41633075939152664,low,high,가성비 유지러,가성비 유지러 - High
user_01593,24,Unknown,Premium,2.898,57,Mobile,17.99,1,Unknown,3,3.1143,Unknown,2024-10-05 00:00:00,21.8,3,4,12,1.0,45.0,0.0,107.925,0.0,1.1136,1,6.0,0.2857,2.0,10,1,0.7202,2,0.25,0,0,0,2024-12-15 20:49:13.202000+00:00,2025-10-19 04:20:55.826000+00:00,2025-01-04 18:49:00,1,0.0,1.0,1.0,0.3333333333333333,0.7636300897170463,0,1,1,1,1,0.2,1.0,1.0,1,0.88,54.24,Mid,0.8978882653378666,0.49680986309258457,high,high,스마트 체리피커,스마트 체리피커 - Mid
user_01594,21,Unknown,Premium,1.9808333333333332,45,Mobile,17.99,1,Unknown,5,0.4429,Unknown,2024-12-17 00:00:00,3.1,5,3,19,0.0,0.0,0.0,42.7833,0.3333,0.4737,2,6.0,0.1429,5.0,5,3,0.4862,6,0.0,1,0,0,2024-05-12 16:58:43.121000+00:00,2025-10-28 03:09:24.224000+00:00,2025-02-07 20:16:00,1,0.0,0.0,1.0,0.0,0.9769457299116534,0,0,1,1,1,0.2,1.0,1.0,1,0.88,53.78,Mid,0.31656024861713045,0.5840391603308651,high,high,스마트 체리피커,스마트 체리피커 - Mid
user_01595,25,Unknown,Standard,0.0,14,Mobile,13.99,1,Unknown,2,0.7857,Unknown,2025-02-05 19:30:00,5.5,2,4,17,0.0,0.0,0.1667,52.0333,0.3333,-1.0614,5,0.0,0.1429,1.0,5,3,0.7992,5,1.0,0,0,0,2024-07-22 03:36:43.816000+00:00,2025-12-06 17:35:27.421000+00:00,2025-02-10 19:30:00,1,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.6,0.5555555555555557,1.0,1,0.7844444444444444,63.33,High,0.5308330034903448,0.9854965796568278,high,high,스마트 체리피커,스마트 체리피커 - High
user_01596,37,Unknown,Basic,2.265333333333333,15,Mobile,8.99,0,Unknown,3,1.3714,Unknown,2024-06-23 00:00:00,9.6,2,0,14,0.0,0.0,0.125,58.375,0.125,-1.0614,66,8.0,0.0,1.0,7,4,0.2923,7,0.0,1,0,0,2024-11-04 07:00:48.989000+00:00,2025-12-12 02:18:28.231000+00:00,2025-01-26 22:03:00,0,0.0,0.0,0.0,0.0,0.7270453207769276,0,0,0,1,1,1.0,0.0,0.0,0,0.15,37.33,Low,-0.15147657981250076,-0.0481496140270509,low,low,목적형 유저,목적형 유저 - Low
user_01597,46,Unknown,Standard,6.181666666666668,17,Mobile,13.99,1,Unknown,2,0.1429,Unknown,2022-05-02 00:00:00,1.0,0,2,25,0.0,0.0,0.125,64.4429,0.25,-1.0614,34,13.0,0.0,4.0,14,5,0.3191,9,0.125,0,0,0,2023-11-14 05:08:45.467000+00:00,2025-11-17 22:12:03.986000+00:00,2025-01-16 19:14:00,1,0.0,0.0,1.7344352617079883,0.2857142857142857,0.2833917497977892,0,0,1,1,1,0.6,0.5555555555555557,0.6666666666666666,1,0.7011111111111111,53.0,Mid,-0.21440019264526028,-0.12369259178551087,low,low,목적형 유저,목적형 유저 - Mid
user_01598,62,Unknown,Basic,7.258666666666667,1,Mobile,8.99,0,Unknown,1,1.0429,Unknown,2024-11-06 00:00:00,7.3,6,3,23,-0.9798,0.0,0.2,98.3077,0.1333,1.1648,5,15.0,0.1429,3.0,10,10,0.502,11,0.125,1,0,0,2024-02-02 23:04:37.892000+00:00,2025-12-28 01:22:31.929000+00:00,2025-01-15 18:39:00,0,1.0,0.0,-1.0,0.6,0.6732182218956649,1,0,1,1,1,1.0,0.0,1.0,0,0.4,32.57,Low,0.3818004906626568,-0.3917237144945798,high,low,핵심 팬덤,핵심 팬덤 - Low
user_01599,63,Unknown,Standard,4.709833333333333,42,TV,13.99,1,Unknown,3,0.8571,Unknown,2025-01-01 00:00:00,6.0,6,1,34,0.0,0.0,0.2143,68.4083,0.0714,-1.0614,9,14.0,0.0,7.0,10,13,0.2179,10,0.2222222222222222,0,0,0,2023-02-26 04:26:11.145000+00:00,2025-11-11 04:13:17.565000+00:00,2025-01-03 20:30:00,1,0.0,0.0,0.0,0.0,0.4817580239923563,1,1,0,1,1,0.6,0.5555555555555557,0.3333333333333333,1,0.6177777777777778,51.53,Mid,-0.18241910925192886,-0.3034817563425531,low,low,목적형 유저,목적형 유저 - Mid
user_01600,27,Unknown,Premium,0.9065,58,Mobile,17.99,1,Unknown,2,0.1857,Unknown,2024-02-21 00:00:00,1.3,5,0,24,0.0,0.0,0.0,123.4,0.0,-1.0614,108,2.0,0.0,0.0,5,4,0.5061,2,0.125,1,0,0,2023-12-13 19:30:35.005000+00:00,2025-10-14 18:16:13.886000+00:00,2025-02-17 19:10:00,1,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0.2,1.0,0.0,1,0.63,62.77,High,0.17208807038519647,0.641882649258503,high,high,스마트 체리피커,스마트 체리피커 - High
